review_id,sentiment0,-2
1,-2
2,1
3,1
4,-1
5,1
6,1
7,-2
8,0
9,-2
10,0
11,-1
12,-1
13,0
14,1
15,1
16,0
17,1
18,-2
19,0
20,-2
21,0
22,-1
23,-1
24,1
25,0
26,-1
27,0
28,-1
29,1
30,-2
31,-2
32,-2
33,-1
34,-1
35,0
36,0
37,-2
38,-2
39,0
40,1
41,-1
42,0
43,-2
44,0
45,1
46,-2
47,0
48,-1
49,-1
50,1
51,1
52,-1
53,0
54,-1
55,-2
56,-2
57,-2
58,1
59,1
60,-2
61,-2
62,0
63,0
64,-2
65,-1
66,1
67,0
68,1
69,0
70,0
71,-2
72,1
73,0
74,-1
75,-1
76,0
77,-2
78,0
79,1
80,-1
81,-1
82,-1
83,0
84,-1
85,0
86,0
87,0
88,1
89,-1
90,1
91,1
92,0
93,-1
94,-1
95,1
96,0
97,1
98,1
99,-2
100,1
101,-2
102,1
103,0
104,0
105,0
106,1
107,0
108,-2
109,-1
110,-2
111,0
112,-1
113,1
114,-1
115,-1
116,-1
117,-1
118,-1
119,0
120,0
121,-2
122,-2
123,1
124,-2
125,1
126,0
127,0
128,0
129,0
130,0
131,-1
132,-1
133,0
134,-2
135,-1
136,1
137,-1
138,0
139,0
140,1
141,1
142,-1
143,-2
144,1
145,-1
146,0
147,0
148,0
149,-2
150,-2
151,0
152,-1
153,0
154,-2
155,-2
156,-2
157,1
158,1
159,-2
160,0
161,-1
162,-1
163,-1
164,-1
165,-2
166,1
167,-2
168,1
169,-1
170,-1
171,1
172,-2
173,-2
174,-2
175,-1
176,0
177,0
178,0
179,1
180,-2
181,-2
182,0
183,-2
184,-1
185,1
186,-2
187,-1
188,-2
189,1
190,1
191,-1
192,0
193,-1
194,1
195,0
196,1
197,1
198,-1
199,1
200,1
201,1
202,1
203,-1
204,-2
205,1
206,1
207,-1
208,-1
209,1
210,-2
211,-2
212,0
213,1
214,1
215,-1
216,0
217,1
218,-2
219,0
220,-2
221,-1
222,0
223,-2
224,-1
225,-1
226,-2
227,0
228,1
229,-2
230,0
231,-1
232,1
233,-2
234,-1
235,-1
236,1
237,0
238,-1
239,-1
240,0
241,-2
242,0
243,1
244,1
245,0
246,1
247,1
248,1
249,-1
250,-2
251,-1
252,0
253,0
254,0
255,-2
256,-1
257,-2
258,-2
259,1
260,0
261,1
262,-2
263,1
264,0
265,1
266,0
267,-1
268,-2
269,0
270,-1
271,1
272,-2
273,-2
274,0
275,-1
276,1
277,-1
278,-1
279,-2
280,-2
281,-1
282,-1
283,-2
284,0
285,-1
286,0
287,0
288,-2
289,-2
290,0
291,1
292,0
293,0
294,-2
295,1
296,-2
297,1
298,0
299,1
300,-2
301,1
302,1
303,1
304,1
305,1
306,0
307,0
308,-1
309,1
310,0
311,1
312,0
313,1
314,1
315,0
316,1
317,1
318,1
319,-1
320,0
321,-1
322,-1
323,1
324,0
325,1
326,0
327,-1
328,1
329,-1
330,1
331,-1
332,1
333,-1
334,1
335,-2
336,1
337,1
338,1
339,-1
340,0
341,-2
342,0
343,-2
344,1
345,1
346,-1
347,0
348,0
349,-1
350,1
351,1
352,0
353,1
354,-2
355,-2
356,1
357,-2
358,1
359,-2
360,-1
361,-2
362,0
363,-2
364,0
365,-2
366,-2
367,1
368,-1
369,1
370,-1
371,-2
372,0
373,1
374,1
375,0
376,-1
377,1
378,0
379,0
380,0
381,0
382,1
383,1
384,0
385,-1
386,1
387,-1
388,-1
389,-2
390,1
391,1
392,-2
393,0
394,-2
395,-1
396,1
397,-1
398,0
399,0
400,-1
401,0
402,-1
403,1
404,-2
405,-2
406,-1
407,0
408,-2
409,-2
410,1
411,0
412,0
413,1
414,-2
415,-1
416,1
417,-2
418,0
419,1
420,-2
421,-2
422,1
423,1
424,0
425,-1
426,-1
427,0
428,-2
429,-2
430,-2
431,0
432,-2
433,-2
434,-1
435,0
436,0
437,-1
438,0
439,0
440,1
441,-2
442,0
443,-2
444,1
445,0
446,-1
447,0
448,-2
449,-1
450,0
451,0
452,-2
453,-1
454,0
455,1
456,-2
457,-1
458,-2
459,1
460,1
461,1
462,1
463,0
464,-1
465,0
466,-1
467,1
468,-1
469,-2
470,-1
471,-1
472,-2
473,1
474,-2
475,-2
476,0
477,-1
478,-2
479,-2
480,-2
481,-2
482,-2
483,1
484,-1
485,1
486,-2
487,-1
488,-1
489,1
490,-2
491,0
492,0
493,-2
494,1
495,0
496,0
497,0
498,1
499,1
500,1
501,-2
502,-2
503,-2
504,1
505,-2
506,-1
507,0
508,-1
509,-2
510,-1
511,1
512,1
513,-1
514,-2
515,-2
516,-2
517,-1
518,-1
519,-2
520,1
521,0
522,0
523,-1
524,0
525,1
526,-2
527,-2
528,1
529,0
530,0
531,-1
532,-1
533,-1
534,-1
535,0
536,-1
537,1
538,-1
539,-2
540,1
541,-1
542,-1
543,-1
544,-1
545,-2
546,0
547,1
548,1
549,-1
550,-2
551,1
552,1
553,0
554,1
555,-2
556,0
557,0
558,0
559,1
560,-2
561,1
562,0
563,1
564,1
565,-1
566,0
567,-2
568,-2
569,-1
570,-2
571,-2
572,-2
573,-1
574,0
575,-1
576,-2
577,-1
578,1
579,0
580,-2
581,0
582,0
583,-2
584,1
585,-2
586,-2
587,0
588,1
589,-2
590,1
591,1
592,1
593,1
594,0
595,-2
596,-2
597,0
598,0
599,0
600,0
601,0
602,0
603,-1
604,-1
605,1
606,-2
607,-2
608,1
609,-1
610,-1
611,-1
612,-2
613,1
614,1
615,0
616,1
617,-2
618,-1
619,1
620,-1
621,1
622,0
623,-2
624,0
625,0
626,-2
627,-1
628,-2
629,0
630,-2
631,-2
632,1
633,0
634,-1
635,-1
636,0
637,1
638,1
639,-2
640,-1
641,-1
642,1
643,-1
644,-2
645,0
646,1
647,-1
648,-2
649,-2
650,0
651,-2
652,-1
653,0
654,0
655,-2
656,-1
657,-2
658,0
659,-1
660,0
661,-2
662,0
663,1
664,-2
665,-1
666,-1
667,-1
668,0
669,0
670,1
671,0
672,-1
673,0
674,0
675,1
676,-1
677,1
678,0
679,0
680,-2
681,1
682,-2
683,-2
684,-1
685,-2
686,0
687,-2
688,0
689,-1
690,0
691,1
692,0
693,-1
694,-2
695,-1
696,1
697,1
698,-2
699,-2
700,1
701,1
702,-1
703,-2
704,-1
705,0
706,0
707,0
708,1
709,-1
710,0
711,-2
712,0
713,0
714,-2
715,-1
716,0
717,1
718,-1
719,-1
720,-2
721,-2
722,-1
723,0
724,-1
725,0
726,-1
727,-1
728,0
729,-2
730,1
731,0
732,-2
733,1
734,-2
735,0
736,1
737,1
738,-2
739,1
740,1
741,-1
742,-1
743,-1
744,0
745,1
746,-2
747,0
748,0
749,-2
750,0
751,1
752,-2
753,-2
754,1
755,1
756,0
757,-1
758,0
759,-1
760,0
761,-1
762,-1
763,0
764,1
765,1
766,-2
767,1
768,-1
769,1
770,1
771,-2
772,-1
773,0
774,1
775,1
776,-2
777,0
778,0
779,1
780,1
781,0
782,0
783,-1
784,1
785,-1
786,-1
787,-2
788,1
789,-2
790,-1
791,-1
792,-1
793,0
794,1
795,1
796,-1
797,1
798,0
799,-2
800,1
801,1
802,-1
803,1
804,0
805,-1
806,-2
807,1
808,0
809,-1
810,1
811,0
812,0
813,-1
814,0
815,-2
816,-2
817,1
818,1
819,1
820,-1
821,-2
822,-1
823,1
824,1
825,-2
826,-1
827,1
828,1
829,0
830,-1
831,1
832,-1
833,1
834,0
835,1
836,-1
837,-2
838,1
839,-1
840,1
841,1
842,-1
843,1
844,0
845,-2
846,-2
847,-1
848,0
849,-2
850,1
851,-1
852,0
853,-1
854,-2
855,1
856,-1
857,0
858,-1
859,-1
860,-1
861,-2
862,0
863,0
864,-2
865,-2
866,-1
867,-2
868,0
869,1
870,-1
871,0
872,-1
873,-1
874,-2
875,-1
876,0
877,0
878,-1
879,-1
880,-1
881,-2
882,1
883,-2
884,1
885,-2
886,0
887,1
888,-2
889,0
890,-2
891,-2
892,0
893,0
894,-2
895,-1
896,-2
897,0
898,-1
899,0
900,-2
901,0
902,0
903,0
904,-1
905,-2
906,-2
907,1
908,1
909,-2
910,0
911,1
912,-2
913,-2
914,-1
915,0
916,1
917,1
918,-1
919,-2
920,1
921,0
922,0
923,-2
924,1
925,0
926,1
927,-1
928,1
929,0
930,1
931,-2
932,-1
933,-1
934,1
935,0
936,0
937,-2
938,0
939,-2
940,0
941,-1
942,0
943,-2
944,-2
945,-1
946,-2
947,1
948,0
949,0
950,0
951,-1
952,-2
953,0
954,1
955,-2
956,0
957,-2
958,0
959,1
960,-2
961,-2
962,-1
963,-1
964,-1
965,0
966,-1
967,1
968,-2
969,-2
970,-2
971,-1
972,-2
973,0
974,0
975,-1
976,1
977,1
978,-2
979,0
980,-2
981,-2
982,0
